"","Highest grade in school completed by child","Child has high school degree","Child enrolled in college","Child has college degree","Child's annual wage in 1993","Child's age in 1993","Child's gender 1 female 0 male","Child's race is black","Child's race is hispanic","Child's race is white","Child is born in USA","Child lived with both biological parents aged 0-18","Nr. years aged 0-18 child lived with 2 bio parents","Age child stopped living with 2 bio parents","Nr. years aged 0-18 child lived with bio mother","Nr. years aged 0-18 child lived with bio father","Child's number of siblings","Mother has less than high school degree","Mother has high school degree","Mother has more than high school degree","Mother's education in unknown","Father has less than high school degree","Father has high school degree","Father has more than high school degree","Father's education in unknown","Mother child when child was aged 0-18","Age child when mother died","Father child when child was aged 0-18","Age child when father died","Father has drinking problem","Mother has drinking problem","Age mother at birth of child","Age father at birth of child","Reason for change: parent died","Reason for change: parents divorced","Reason for change: Parent unable to care","Reason for change: Child left to get married","Reason for change: Child left to be on own","Reason for change: Parent was too ill","Reason for change: Court removed child","Reason for change: Child got in trouble","Reason for change: Child ran away","Reason for change: Child left for college","Reason for change: Child left for military","Reason for change: other","Reason for change: unknown","Region of residence is east","Region of residence is west","Region of residence is north","Region of residence is south","Region of residence is outside U.S.","Sampling weight"
"103",12,1,0,0,34000,33,0,1,0,0,1,0,0,0,18,0,7,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,21,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,98046
"104",12,1,0,0,NA,34,0,1,0,0,1,0,0,0,18,0,10,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,31,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,201251
"105",14,1,1,0,27300,32,1,1,0,0,1,0,0,0,16,0,4,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,28,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,174660
"106",14,1,1,0,1600,28,0,1,0,0,1,0,0,0,17,0,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,16,19,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,94570
"107",12,1,0,0,0,31,1,0,0,1,1,0,0,0,18,0,NA,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,37,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,626828
"108",19,1,1,1,70000,35,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,739725
"109",20,1,1,1,17000,33,0,1,0,0,1,0,0,0,18,0,2,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,288218
"110",12,1,0,0,23000,32,1,1,0,0,1,0,0,0,18,0,6,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,36,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,199437
"111",12,1,0,0,0,30,0,0,1,0,1,0,0,0,13,0,6,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,20,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,68881
"112",12,1,0,0,23000,31,0,1,0,0,1,0,0,0,4,0,8,NA,NA,NA,1,1,0,0,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,91384
"113",12,1,0,0,0,30,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,628984
"114",12,1,0,0,0,31,0,1,0,0,1,0,0,0,18,0,3,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,20,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,200917
"115",7,0,0,0,0,32,0,1,0,0,1,0,0,0,18,0,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,292648
"116",12,1,0,0,NA,35,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,630345
"117",12,1,0,0,0,32,1,1,0,0,1,0,0,0,18,0,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,104474
"118",12,1,0,0,NA,29,0,1,0,0,1,0,0,0,2,0,3,1,0,0,0,0,1,0,0,0,NA,1,NA,0,0,27,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,175342
"119",12,1,0,0,10000,33,1,1,0,0,1,0,0,0,18,0,4,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,104869
"120",12,1,0,0,15000,28,0,0,0,1,1,0,0,0,18,0,1,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,552040
"121",9,0,0,0,0,30,1,1,0,0,1,0,0,0,0,0,2,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,260838
"122",12,1,0,0,NA,28,0,1,0,0,1,0,0,0,5,0,8,1,0,0,0,NA,NA,NA,1,1,5,0,NA,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130445
"123",12,1,0,0,8352,33,1,1,0,0,1,0,0,0,18,0,NA,0,0,1,0,0,1,0,0,0,NA,0,NA,0,1,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,255390
"124",6,0,0,0,9900,34,1,0,1,0,0,0,0,0,17,0,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,26,NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,104262
"125",16,1,1,1,42500,30,0,0,0,1,1,0,0,0,18,0,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,1,44,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,568148
"126",12,1,0,0,0,31,0,1,0,0,1,0,0,0,16,0,4,1,0,0,0,1,0,0,0,0,NA,1,NA,1,0,39,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172214
"127",11,0,0,0,0,28,1,1,0,0,1,0,0,0,18,0,9,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,245001
"128",11,1,0,0,17000,35,0,0,0,1,1,0,0,0,5,0,3,NA,NA,NA,1,1,0,0,0,0,NA,0,NA,1,1,25,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,821067
"129",16,1,1,1,26500,30,1,1,0,0,1,0,0,0,16,0,4,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,125958
"130",12,1,0,0,26000,35,1,1,0,0,1,0,0,0,18,0,7,1,0,0,0,0,1,0,0,0,NA,0,NA,1,0,20,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,254428
"131",14,1,1,0,34500,34,0,1,0,0,1,0,0,0,18,0,3,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,105282
"132",14,1,1,0,0,33,1,1,0,0,1,0,0,0,18,0,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,110562
"133",12,1,0,0,15000,32,0,1,0,0,1,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,185400
"134",11,1,0,0,12000,29,0,1,0,0,1,0,0,0,18,0,7,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,169550
"135",12,1,0,0,20000,31,1,1,0,0,1,0,0,0,18,0,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,160492
"136",13,1,1,0,55000,31,0,0,1,0,1,0,0,0,18,0,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,33,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,108542
"137",14,1,1,1,NA,32,1,0,1,0,1,0,0,0,17,0,7,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,41,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68787
"138",12,1,0,0,12000,29,1,1,0,0,1,0,0,0,18,0,7,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,147644
"139",9,0,0,0,0,34,0,0,1,0,1,0,0,0,18,0,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,147745
"140",12,1,0,0,21000,31,0,1,0,0,1,0,0,0,5,0,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,104915
"141",16,1,1,1,10000,34,1,1,0,0,1,0,0,0,18,0,5,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,1,0,27,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,194062
"142",10,0,0,0,0,30,0,0,1,0,1,0,0,0,16,0,4,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,25,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,122100
"143",12,1,0,0,24000,28,0,1,0,0,1,0,0,0,17,0,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,208223
"144",12,1,0,0,NA,30,1,1,0,0,1,0,0,0,18,0,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,130253
"145",12,1,0,0,20350,30,0,0,0,1,1,0,0,0,15,0,3,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,23,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,407789
"146",12,1,0,0,15000,28,0,1,0,0,1,0,0,0,18,0,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,167720
"147",13,1,1,0,0,31,1,0,1,0,0,0,0,0,14,0,6,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,60573
"148",12,1,0,0,13000,31,0,0,1,0,1,0,0,0,18,0,1,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,27,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,83388
"149",16,1,1,1,40342,30,0,0,0,1,1,0,0,0,18,0,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,431926
"150",7,0,0,0,15300,29,0,0,0,1,1,0,0,0,18,0,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,687929
"151",12,1,0,0,14000,29,0,1,0,0,1,0,0,0,18,0,6,1,0,0,0,0,0,1,0,0,NA,0,NA,1,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81837
"152",12,1,0,0,43000,30,1,0,1,0,1,0,0,0,18,0,3,1,0,0,0,0,1,0,0,0,NA,0,NA,1,1,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,68392
"153",12,1,0,0,NA,32,0,1,0,0,1,0,0,0,18,0,3,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,21,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,248492
"154",12,1,0,0,15000,35,1,1,0,0,1,0,0,0,4,0,9,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132522
"155",12,1,0,0,NA,35,1,1,0,0,1,0,0,0,17,0,3,1,0,0,0,NA,NA,NA,1,1,17,0,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,161748
"156",12,1,0,0,5000,29,1,1,0,0,1,0,0,0,18,0,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,31,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,118334
"157",12,1,0,0,3000,31,0,0,1,0,1,0,0,0,18,0,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,195738
"158",12,1,0,0,24000,29,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479750
"159",16,1,1,1,40000,33,1,1,0,0,1,0,0,0,12,0,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,20,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,152150
"160",10,0,0,0,0,32,1,1,0,0,1,0,0,0,15,0,4,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,23,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,156243
"161",12,1,0,0,300,34,0,1,0,0,1,0,0,0,18,0,1,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,29,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,196666
"162",15,1,1,1,18000,31,0,1,0,0,1,0,0,0,18,0,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,24,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118619
"163",11,0,0,0,16000,33,1,0,0,1,1,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,852152
"164",16,1,1,1,40000,34,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,NA,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,220438
"165",13,1,1,0,16000,31,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,694723
"166",12,1,0,0,19000,28,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,133895
"167",11,1,0,0,NA,32,1,1,0,0,1,0,0,0,18,0,7,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,310754
"168",12,1,0,0,0,29,0,0,1,0,0,0,0,0,15,0,9,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,76931
"169",8,0,0,0,21700,32,0,0,0,1,1,0,0,0,18,0,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,19,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,381274
"170",12,1,1,1,0,31,1,1,0,0,1,0,0,0,18,0,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,18,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,157172
"171",12,1,0,0,0,32,0,1,0,0,1,0,0,0,18,0,1,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,168546
"172",15,1,1,1,30000,34,1,1,0,0,1,0,0,0,13,0,NA,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,27,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,142694
"173",6,0,0,0,15000,30,1,0,0,1,1,0,0,0,15,0,5,1,0,0,0,NA,NA,NA,1,0,NA,1,NA,1,0,23,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,532822
"174",11,0,0,0,0,29,0,0,1,0,1,0,0,0,17,0,2,1,0,0,0,1,0,0,0,1,17,0,NA,1,0,27,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,117444
"175",12,1,0,0,NA,28,1,1,0,0,1,0,0,0,18,0,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,282968
"176",12,1,0,0,5000,32,1,1,0,0,1,0,0,0,18,0,2,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,28,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,142290
"177",12,1,0,0,0,31,1,1,0,0,1,0,0,0,18,0,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,129436
"178",12,1,0,0,NA,29,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,35,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,540693
"179",12,1,0,0,NA,28,1,1,0,0,1,0,0,0,18,0,1,0,1,0,0,NA,NA,NA,1,0,NA,1,NA,0,0,27,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,200456
"180",10,1,0,0,0,32,1,0,0,1,1,0,0,0,17,0,2,0,0,1,0,1,0,0,0,0,NA,0,NA,1,0,18,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,536927
"181",14,1,1,0,20000,34,1,1,0,0,1,0,0,0,4,0,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,22,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,240965
"182",14,1,1,0,16000,34,1,0,1,0,1,0,0,0,3,0,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,30,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,223743
"183",11,0,0,0,0,36,0,1,0,0,1,0,0,0,18,0,5,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,131023
"184",12,1,0,0,0,29,1,1,0,0,1,0,0,0,18,0,4,1,0,0,0,1,0,0,0,0,NA,1,10,0,0,31,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166104
"185",7,0,0,0,0,33,0,1,0,0,1,0,0,0,18,0,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,127531
"186",13,1,1,0,16268,35,1,0,1,0,1,0,0,0,18,0,7,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,265209
"187",12,1,0,0,10000,32,1,1,0,0,1,0,0,0,17,0,7,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,21,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168643
"188",11,0,0,0,0,33,1,0,0,1,1,0,0,0,18,0,8,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,722407
"189",0,1,0,0,0,32,0,1,0,0,1,0,0,0,18,0,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,98638
"190",14,1,1,0,NA,30,0,1,0,0,1,0,0,0,18,0,4,1,0,0,0,0,1,0,0,0,NA,1,NA,1,0,31,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,95288
"191",12,1,0,0,30000,33,0,0,1,0,1,0,0,0,17,0,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,1,30,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,288238
"192",12,1,0,0,0,31,1,1,0,0,1,0,0,0,18,0,3,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,169754
"193",16,1,1,1,14000,29,0,1,0,0,1,0,0,0,17,0,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,20,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,181269
"194",9,0,0,0,NA,29,0,0,1,0,1,0,0,0,18,0,5,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,20,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,95176
"195",11,0,0,0,12490,32,0,1,0,0,1,0,0,0,18,0,7,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,33,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,191971
"196",13,1,1,0,23296,35,1,0,0,1,1,0,0,0,18,0,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,44,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,596680
"197",12,1,0,0,41200,32,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,507749
"198",11,1,0,0,0,33,0,1,0,0,1,0,0,0,18,0,3,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,173997
"199",10,0,0,0,0,29,1,1,0,0,1,0,0,0,2,0,3,0,1,0,0,NA,NA,NA,1,0,NA,1,NA,0,0,28,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,211706
"200",14,1,1,0,1200,34,1,1,0,0,1,0,0,0,7,0,6,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,25,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,149338
"201",12,1,0,0,20000,30,1,1,0,0,1,0,0,0,18,0,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,107489
"202",11,0,0,0,0,31,0,1,0,0,1,0,0,0,18,0,11,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,147048
"203",13,1,1,0,12000,29,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,492796
"204",16,1,1,1,0,31,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,1,0,17,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70913
"205",14,1,1,1,0,31,0,1,0,0,1,0,0,0,17,0,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,35,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,199582
"206",10,1,0,0,30,30,1,0,1,0,1,0,0,0,17,0,1,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,21,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200301
"207",13,1,1,0,26000,30,1,1,0,0,1,0,0,0,18,0,2,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,26,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,106567
"208",12,1,0,0,8000,31,1,1,0,0,1,0,0,0,18,0,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,33,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,127177
"209",15,1,1,0,12000,35,1,1,0,0,1,0,0,0,0,0,6,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,21,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,155294
"210",13,1,1,0,0,30,1,1,0,0,1,0,0,0,18,0,6,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,26,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,159942
"211",12,1,0,0,14000,28,0,0,0,1,1,0,0,0,17,0,4,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,28,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,565190
"212",16,1,1,1,NA,30,0,1,0,0,1,0,0,0,18,0,1,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,132192
"213",12,1,0,0,0,30,0,0,0,1,1,0,0,0,17,0,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,407368
"214",18,1,1,1,5000,33,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,687859
"215",15,1,1,0,13000,31,1,1,0,0,1,0,0,0,18,0,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,118372
"216",16,1,1,1,27000,30,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,36,40,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,672112
"217",12,1,0,0,0,33,0,0,0,1,1,0,0,0,17,0,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,18,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,214746
"218",9,0,0,0,3000,32,1,1,0,0,1,0,0,0,0,0,6,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,65582
"219",9,1,0,0,3000,34,1,0,1,0,1,0,0,0,2,0,3,1,0,0,0,1,0,0,0,0,NA,0,NA,1,1,17,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,143671
"220",16,1,1,1,20050,35,1,0,0,1,1,0,0,0,12,0,6,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,21,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,699620
"221",18,1,1,1,9000,30,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,35,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,471059
